76	Die italienische Imkerei reicht über Ebenen, Hügel, Wälder und Berge. Die Pflanzen ändern sich, die Blütezeiten ändern sich und auch die Honige ändern sich. Manche Imker lassen ihre Völker am selben Ort; andere ziehen mit ihnen den Blüten nach: Diese Praxis nennt man Wanderimkerei. Auch deshalb können zwei Ernten derselben Honigsorte unterschiedliche Nuancen haben. Die Region gelangt ins Glas, aber zuvor ist sie in den Flug der Bienen eingegangen.
77	Wanderimkerei: Bienenstöcke werden an verschiedene Orte gebracht, um den Blüten zu folgen.
78	DIE WELT DER BIENEN HEUTE\n15
79	AUSGABE 01  ·  SEPTEMBER 2026\nBIENENSTOCK / MENSCHEN
80	AUS UNSEREM PROJEKT
81	KAPITEL  13
82	Honig beginnt bei den Blüten
83	Bienen sammeln Nektar und bringen ihn in den Stock. Dort verarbeiten sie ihn und lagern ihn als Nahrungsvorrat in den Zellen. Nur Honig, der entnommen werden kann, ohne die Bedürfnisse des Volkes zu beeinträchtigen, gelangt zu uns. Farbe, Duft und Konsistenz verändern sich je nach botanischer Herkunft und im Laufe der Zeit. Kristallisierter Honig ist nicht verdorben: Die Kristallisation ist ein natürlicher Prozess.
84	DIE WELT DER BIENEN HEUTE\n16
85	Die Pollenkörbchen
86	Beobachte eine Biene, die eine Blüte verlässt: An ihren Hinterbeinen kann sie zwei farbige Kügelchen tragen. Das sind Pollenvorräte, die während des Fluges gesammelt und verdichtet wurden. Die Farben ändern sich je nach besuchten Blüten. Im Bienenstock ist Pollen eine wichtige Ressource zur Ernährung des Volkes, besonders wenn neue Bienen heranwachsen. Unser Interesse an diesem Produkt kommt erst nach seiner Bedeutung für das Leben im Bienenstock.
87	Die beiden Kügelchen an den Beinen können unterschiedliche Farbtöne haben, wenn die Biene verschiedene Blüten besucht hat.
88	DIE WELT DER BIENEN HEUTE\n17
89	KAPITEL  15
90	Der Pollen kommt in die Wabe
91	Ein Teil des gesammelten Pollens wird in den Zellen abgelegt. Die Bienen verarbeiten ihn zusammen mit anderen Stoffen aus dem Stock: Das nennen wir Bienenbrot. In der Wabe ist es kein Produkt „zum Ausstellen“, sondern ein Vorrat für die Familie. Zellen mit unterschiedlichen Farben erzählen auch von der Vielfalt der besuchten Blüten. Ein authentisches Foto dieses Details sagt mehr als viele Definitionen.
92	DIE WELT DER BIENEN HEUTE\n18
93	DIE BIENE ZUERST
94	Propolis im Bienenstock
95	Bienen sammeln harzige Stoffe von Pflanzen und verarbeiten sie zu Propolis. Unter anderem nutzen sie sie, um kleine Spalten abzudichten und das innere Umfeld des Bienenstocks zu schützen. Propolis ist klebrig, aromatisch und sieht je nach Ursprungspflanzen unterschiedlich aus. Erst wenn wir verstanden haben, was sie für die Bienen bedeutet, können wir die daraus vom Menschen hergestellten Präparate betrachten, ohne ihnen wundersame Kräfte zuzuschreiben.
96	In der Wabe ist eine mit Propolis verschlossene Spalte eine kleine Reparatur am Zuhause.
97	DIE WELT DER BIENEN HEUTE\n19
98	Nahrung für Königinnen
99	Gelée royale wird von jungen Arbeiterinnen produziert. Es dient den Larven in den ersten Entwicklungsphasen und der Königin ihr ganzes Leben lang als Nahrung. Seine Geschichte führt uns ins Herz des Volkes: zur Fürsorge für neue Generationen. Wenn über Produkte für Menschen gesprochen wird, sollte diese natürliche Funktion klar von Gesundheitsversprechen getrennt werden, für die spezifische Belege erforderlich sind.
100	Eine Weiselzelle hat eine andere Form als normale Wabenzellen.
101	DIE WELT DER BIENEN HEUTE\n20
102	KAPITEL  18
103	Ein Haus aus Wachs
104	Arbeiterinnen produzieren Wachs und bauen daraus die Zellen. Die Wabe ist leicht, bietet aber Raum zum Heranwachsen, zum Lagern von Pollen und zum Aufbewahren von Honig. Aus der Nähe wirken die Sechsecke wie eine präzise Zeichnung. Doch sie sind das Ergebnis der Arbeit vieler Bienen nebeneinander. Bevor Wachs zu einer Kerze oder einem anderen Gegenstand wird, war es die Struktur ihres Zuhauses.
105	DIE WELT DER BIENEN HEUTE\n21
106	MERKE DIR
107	Warum sticht eine Biene?
108	Der Stachel dient vor allem der Verteidigung. Arbeiterinnen können ihn einsetzen, wenn sie eine Gefahr für sich selbst oder das Volk wahrnehmen. Ein Stich kann bei empfindlichen Menschen auch schwere Reaktionen auslösen: In der Nähe von Bienenstöcken sollte man Abstand halten und ruhig bleiben. Bienengift wird erforscht und kommt in einigen speziellen Formulierungen vor, doch das rechtfertigt keine Heilversprechen. Hier beginnen wir mit seiner Bedeutung für die Biene.
109	Wenn nach einem Stich starke Symptome auftreten, sollte sofort medizinische Hilfe geholt werden.
110	DIE WELT DER BIENEN HEUTE\n22
111	KAPITEL  20
112	Bienen ganz in unserer Nähe
113	Man braucht keine große Reise, um einer Biene zu begegnen. Sie kann in einem Gemüsegarten, in einem Park oder auf einem blühenden Balkon sein. Sie aus der Nähe zu beobachten, ohne sie anzufassen, ist bereits eine Möglichkeit, sie kennenzulernen. Nicht jedes gelb-schwarze Insekt ist eine Biene; und nicht alle Bienen leben in vom Menschen betreuten Bienenstöcken. Die Welt der Bestäuber ist vielfältiger, als sie scheint.
114	DIE WELT DER BIENEN HEUTE\n23
115	VERSUCH ZU BEOBACHTEN
116	Eine hilfreiche Geste
117	Wähle Pflanzen, die zu unterschiedlichen Zeiten blühen. Lass, wo möglich, einige Ecken etwas weniger aufgeräumt. Wenn du Wasser bereitstellst, nimm ein flaches Gefäß mit Steinen, auf denen Insekten landen können. Beachte immer die Hinweise für Pflanzenbehandlungen. Wenn du auf einen Schwarm triffst, vermeide improvisierte Maßnahmen und kontaktiere einen Imker oder die zuständige örtliche Stelle. Kleine Entscheidungen, regelmäßig wiederholt, können einen Ort verändern.
118	Welche Blüten werden in deinem Viertel besucht? Notiere den Monat und fotografiere, ohne zu stören.
119	DIE WELT DER BIENEN HEUTE\n24
120	SCHICK UNS DEINE GESCHICHTE
121	Die Region erzählt
122	Eine wiederentdeckte Blüte, eine zur falschen Zeit gemähte Wiese, ein Imker bei der Arbeit: Das sind Geschichten, die Aufmerksamkeit verdienen. Diese Seite eröffnet einen Raum für Leserinnen und Leser. Ein hilfreicher Hinweis nennt Ort, Datum und das Beobachtete. Ein Foto hilft, reicht aber nicht aus, um die Ursache eines Bienensterbens festzustellen oder ein Problem im Bienenstock zu diagnostizieren. Einsendungen werden vor der Veröffentlichung geprüft.
123	Fotos, Fragen und Beobachtungen können an die Kontakte auf der letzten Seite geschickt werden.
124	DIE WELT DER BIENEN HEUTE\n25
125	IN DER NÄCHSTEN AUSGABE
126	Eure Fragen
127	Jede Frage ist eine Einladung,\ngenauer hinzusehen.
128	Schlafen Bienen? Sie haben Ruhephasen. Warum finden sie genau nach Hause zurück? Sie nutzen Sonne, Gerüche und Orientierungspunkte. Stechen alle? Nein: Drohnen haben keinen Stachel, und viele Bienen stechen nicht, solange sie nicht gestört werden. Wie lange lebt eine Arbeiterin? Das hängt von der Jahreszeit und ihrer Aufgabe ab. Die einfachsten Fragen sind oft diejenigen, die die besten Geschichten eröffnen.
129	Schick uns eine Frage: Sie könnte der Ausgangspunkt für eine neue Seite werden.
130	DIE WELT DER BIENEN HEUTE\n26
131	ORTE  /  ERLEBNISSE
132	Galena delle Api
133	INTEGRIERTE ALVEOTHERAPIE  ·  GALENA DELLE API
134	In Castel d’Ario ist Galena delle Api ein Ort, an dem man der Welt des Bienenstocks näherkommen kann. Der rote Faden ist die Integrierte Alveotherapie: Bienen kennenlernen, beobachten, was sie erzeugen, und über spezielle Systeme eine Erfahrung machen. Hier gibt es auch Systeme, die die Entdeckung der mit dem Bienenstock verbundenen Düfte begleiten. Der Rundgang lädt dazu ein, stehen zu bleiben, zu beobachten und zuzuhören: Jedes Produkt und jeder Gegenstand wird zu einer Gelegenheit, zur Geschichte der Bienen zurückzukehren.
135	EIN REALER ORT
136	Galena delle Api · Via XX Settembre 20/A · Castel d’Ario (MN).
137	DIE WELT DER BIENEN HEUTE\n27
138	EIN ORT  /  EIN PROJEKT
139	Vom Bienenstock zu den Menschen
140	GALENA DELLE API  ·  CASTEL D’ARIO
141	Nachdem man gesehen hat, wie Bienen sammeln, bauen und das Volk schützen, erhalten Produkte aus dem Bienenstock eine andere Bedeutung. Honig, Pollen, Propolis und Wachs erzählen von unterschiedlichen Tätigkeiten. In der Galena kann man auch spezielle Präparate und Produktlinien kennenlernen, darunter die Bienengift-Linie. Die Geschichte beginnt immer bei der Biene: Ein Gegenstand im Regal wird interessant, wenn wir wissen, aus welcher Tätigkeit der Biene er hervorgeht.
142	Jedes Produkt verweist auf eine Funktion im Bienenstock: Vorrat, Nahrung, Struktur oder Verteidigung.
143	DIE WELT DER BIENEN HEUTE\n28
144	ZWEI JAHRESZEITEN  /  EINE GESCHICHTE
145	Der Bienenstock das ganze Jahr
146	FRÜHLING / SOMMER\nHERBST / WINTER
147	OASE BUSATELLO\nGALENA DELLE API
148	Im Frühling und Sommer kann die Erfahrung näher an echte Bienenstöcke in der natürlichen Umgebung heranführen. Im Herbst und Winter geht sie in den Räumen der Galena delle Api mit speziellen Systemen weiter. Es sind zwei Arten, derselben Geschichte zu begegnen, unter unterschiedlichen Bedingungen und auf unterschiedliche Weise. Die Erfahrung des Bienenstocks das ganze Jahr über ist eine Einladung zu Wissen, Beobachtung und Respekt gegenüber den Bienen.
149	ECHTE BIENENSTÖCKE IN DER OASE BUSATELLO
150	Die beiden Erfahrungen gehören zum selben Projekt und folgen dem Rhythmus der Jahreszeiten.
151	ZWEI JAHRESZEITEN
152	Draußen: Umgebung und Bienenstöcke. Drinnen: ein Raum, um weiterzuentdecken.
153	OASE  ·  ARCHIV LA FABBRICA DELLE API
154	DIE WELT DER BIENEN HEUTE\n29
155	LA FABBRICA DELLE API  ·  CASTEL D’ARIO
156	Etwas Größeres
157	Eine Biene auf einer Blüte wirkt wie eine winzige Szene. Doch darum herum gibt es eine Region, die Arbeit eines Imkers, Pflanzen, die anderen Tieren Nahrung geben, und Menschen, die bewusste Entscheidungen treffen können. Wir können nicht alles mit einer einzigen Handlung lösen. Aber wir können lernen hinzusehen, echte Probleme zu erkennen und das zu fördern, was funktioniert. Die Geschichte der Bienen betrifft auch die Landschaft, die wir miteinander teilen.
158	FOTO  ARCHIV LA FABBRICA DELLE API
159	DIE WELT DER BIENEN HEUTE\n30
160	AUSGABE 01  ·  SEPTEMBER 2026\nAUF WIEDERSEHEN
161	MACHEN WIR GEMEINSAM WEITER
162	Bis bald und auf Wiedersehen\nbis zur nächsten Ausgabe!
163	Diese Ausgabe endet, aber die Reise geht weiter. Es gibt noch Geschichten zu erzählen, Fotos zu betrachten und Fragen zu stellen. Vielleicht findest du in der nächsten Ausgabe sogar ein eigenes Bild oder eine eigene Erfahrung wieder. Schreib uns: Fotos, Hinweise, Ideen und Vorschläge sind willkommen.
164	LA FABBRICA DELLE API
165	Integrierte Alveotherapie by ALTHEA 12830
166	GALENA DELLE API
167	Via XX Settembre 20/A · Castel d’Ario (MN)
168	ENTDECKE DIE NEUEN
169	AUSGABEN
