33	On a flower, a bee is looking for food. At the same time, it carries pollen to other flowers of the same species: this is pollination. In this way many plants can form seeds and fruits. Not all plants depend on bees, and bees are not the only pollinators: bumblebees, butterflies, flies and other animals also take part. Protecting pollinators means making room for a web of life much larger than our jar of honey.
34	THE WORLD OF BEES TODAY\n07
35	THE FIGURE, WITH THE YEAR
36	How are they doing today?
37	LOOK AT THE TERRITORY
38	One season does not tell the story of every\nhive.
39	Bees do not all face the same situation. One colony may thrive in a flower-rich place and struggle elsewhere. Honey, moreover, tells only part of the story. The National Honey Observatory report on the 2025 season describes Italian production recovering, but with major differences from area to area, and market difficulties still present. Behind the national average are very different territories, seasons and kinds of work.
40	2025 season: production recovering, with strong territorial variability. Source: National Honey Observatory, report published in 2026.
41	THE WORLD OF BEES TODAY\n08
42	CHAPTER  06
43	When they are doing well
44	A meadow that flowers for a long time offers food at different moments. A water source, a varied environment and a hive followed with care help the colony face the season. "Doing well" does not mean never having problems. It means being able to rely on resources and on a beekeeper who can notice the signs and act when needed. Good news is often made of regular, patient gestures.
45	THE WORLD OF BEES TODAY\n09
46	WARNING SIGN
47	When flowers are scarce
48	Imagine arriving at a market and finding the shelves empty. For a bee, this can happen when flowering ends early or an environment offers few flowers. Persistent rain can also prevent it from flying on the right days. A colony has stores, but not endless ones. There is no single cause: local conditions, bee health and the course of the season all interact.
49	This scene represents a local condition; by itself it does not prove a loss of hives.
50	THE WORLD OF BEES TODAY\n10
51	WORTH OBSERVING
52	The seasons change\nrhythm
53	IN OUR TERRITORY
54	Every flowering has\nits own time.
55	If a plant flowers earlier than usual, bees may find it at a different moment than expected. If it rains for days during flowering, nectar can remain out of reach. Heat and drought can reduce available resources. A changing climate increases pressure on plants, bees and beekeepers, but every territory has its own story. Understanding it requires repeated observations, not a single photograph.
56	PHOTO  LA FABBRICA DELLE API ARCHIVE  ·  CASTEL D’ARIO
57	THE WORLD OF BEES TODAY\n11
58	SOURCE
59	A difficult guest
60	Varroa is a small mite that lives at the expense of bees and reproduces in the cells where young bees develop. It can weaken the colony and encourage the spread of viruses. For this reason, beekeepers monitor the parasite and apply the prescribed measures to limit it. In a close-up photograph Varroa looks enormous; in reality it measures only a few millimetres.
61	Ministry of Health, "Varroatosis" fact sheet. Control requires expertise and continuity.
62	THE WORLD OF BEES TODAY\n12
63	LOOK CAREFULLY
64	Who opens the hive
65	Before lifting a comb, the beekeeper observes. What is activity like at the entrance? Are there stores? Is the queen laying? Are young bees developing? Every inspection should have a reason. Opening the hive too often disturbs the colony; never looking can mean missing an important sign. Experience also means knowing when to close it again and let the bees work.
66	A comb in the beekeeper's hand is a page to be read, not only honey to be harvested.
67	THE WORLD OF BEES TODAY\n13
68	IN THE REPORT
69	A job shaped by the seasons
70	THROUGHOUT THE YEAR
71	Observe, prepare, wait.
72	A beekeeper prepares in advance, but cannot order the sun to shine or stop the rain. Equipment is moved, hive health is checked, materials and labour are paid for even when the harvest is poor. CREA's Honey Cost report, referring to 2023-2024 and published in 2026, studies the costs and sustainability of beekeeping businesses. Behind every jar are choices, expertise and risks.
73	The Honey Cost results concern the businesses studied in 2023-2024; they do not, by themselves, describe every Italian beekeeper.
74	THE WORLD OF BEES TODAY\n14
75	Many lands, many honeys
76	Italian beekeeping stretches across plains, hills, woods and mountains. The plants change, flowering periods change and the honeys change. Some beekeepers keep their hives in the same place; others move them to follow the blooms: this practice is called migratory beekeeping. That is also why two harvests of the same type of honey can have different nuances. The territory enters the jar, but first it entered the flight of the bees.
77	Migratory beekeeping: moving hives to follow flowering in different places.
78	THE WORLD OF BEES TODAY\n15
79	ISSUE 01  ·  SEPTEMBER 2026\nHIVE / PEOPLE
80	FROM OUR PROJECT
81	CHAPTER  13
82	Honey begins with flowers
83	Bees collect nectar and carry it back to the hive. There they transform it and store it in the cells as food. Only honey that can be taken without compromising the colony's needs reaches us. Colour, aroma and texture vary with botanical origin and over time. Crystallised honey has not gone bad: crystallisation is a natural process.
84	THE WORLD OF BEES TODAY\n16
85	Pollen baskets
86	Watch a bee leaving a flower: on its hind legs it may carry two coloured pellets. They are loads of pollen gathered and packed together during flight. Their colours change depending on the flowers visited. In the hive, pollen is an important resource for feeding the colony, especially when new bees are growing. Our interest in this product comes after its role in the life of the hive.
87	The two pellets on the legs can have different shades if the bee has visited different flowers.
88	THE WORLD OF BEES TODAY\n17
89	CHAPTER  15
90	Pollen enters the comb
91	Some of the collected pollen is placed in the cells. The bees work it together with other substances from the hive: this is what we call bee bread. In the comb it is not a product "for display", but a food store for the family. Cells with different colours also tell the story of the variety of flowers visited. An authentic photograph of this detail is worth more than many definitions.
92	THE WORLD OF BEES TODAY\n18
93	THE BEE COMES FIRST
94	Propolis in the hive
95	Bees collect resinous substances from plants and work them until they become propolis. Among other things, they use it to seal small gaps and protect the internal environment of the hive. It is sticky, fragrant and changes appearance depending on the plants it comes from. Only after understanding what it means to bees can we look at preparations made by people without attributing miraculous powers to them.
96	In the comb, a gap sealed with propolis is a small act of home maintenance.
97	THE WORLD OF BEES TODAY\n19
98	Food for queens
99	Royal jelly is produced by young worker bees. It feeds larvae in their early stages and the queen throughout her life. Its story takes us to the heart of the colony: caring for new generations. When talking about products intended for people, it is important to keep this natural function separate from health claims, which require specific evidence.
100	A queen cell has a different shape from ordinary comb cells.
101	THE WORLD OF BEES TODAY\n20
102	CHAPTER  18
103	A house made of wax
104	Worker bees produce wax and use it to build cells. The comb is light, but provides space for development, storing pollen and holding honey. Up close, the hexagons look like a precise design. Yet they are the result of the work of many bees, side by side. Before becoming a candle or another object, wax was the structure of their home.
105	THE WORLD OF BEES TODAY\n21
106	REMEMBER
107	Why does a bee sting?
108	The sting is used mainly for defence. Worker bees can use it when they perceive a threat to themselves or the colony. A sting can cause serious reactions in sensitive people: it is wise to keep calm and keep some distance near hives. Bee venom is studied and appears in some dedicated formulations, but that does not justify promises of cures. Here we begin with its role for the bee.
109	If someone has significant symptoms after a sting, seek medical help immediately.
110	THE WORLD OF BEES TODAY\n22
111	CHAPTER  20
112	Bees close to us
113	You do not need a long journey to meet a bee. It may be in a vegetable garden, a park or on a flower-filled balcony. Watching it closely without touching it is already a way to get to know it. Not every yellow-and-black insect is a bee; and not all bees live in hives managed by people. The world of pollinators is more diverse than it appears.
114	THE WORLD OF BEES TODAY\n23
115	TRY OBSERVING
116	A useful gesture
117	Choose plants that flower at different times. Where possible, leave a few less tidy corners. If you provide water, use a shallow container with stones where insects can land. Always follow the directions for plant treatments. If you encounter a swarm, avoid improvised action and contact a beekeeper or the competent local service. Small choices, repeated over time, can change a place.
118	Which flowers are visited in your neighbourhood? Note the month and take photos without disturbing them.
119	THE WORLD OF BEES TODAY\n24
120	SEND US YOUR STORY
121	The territory tells its story
122	A flowering rediscovered, a meadow cut at the wrong time, a beekeeper at work: these are stories worth noticing. This page opens a space for readers. A useful report states the place, the date and what was observed. A photograph helps, but is not enough to establish the cause of a die-off or diagnose a hive problem. Testimonies will be checked before publication.
123	Photos, questions and observations can be sent to the contacts on the last page.
124	THE WORLD OF BEES TODAY\n25
125	IN THE NEXT ISSUE
126	Your questions
127	Every question is an invitation to\nobserve more closely.
128	Do bees sleep? They have periods of rest. Why do they return to exactly the right home? They use the sun, smells and landmarks. Do they all sting? No: drones have no sting, and many bees do not sting unless disturbed. How long does a worker bee live? It depends on the time of year and the work it does. The simplest questions are often the ones that open the best stories.
129	Send us a question: it could become the starting point for a new page.
130	THE WORLD OF BEES TODAY\n26
131	PLACES  /  EXPERIENCES
132	Galena delle Api
133	INTEGRATED ALVEOTHERAPY  ·  GALENA DELLE API
134	In Castel d’Ario, Galena delle Api is a place to get closer to the world of the hive. The guiding idea is Integrated Alveotherapy: getting to know bees, observing what they produce and living an experience through dedicated systems. Here you can also encounter systems designed to accompany the discovery of aromas linked to the hive. The route invites you to slow down, observe and listen: every product and every object becomes an opportunity to return to the story of the bees.
135	A REAL PLACE
136	Galena delle Api · Via XX Settembre 20/A · Castel d’Ario (MN).
137	THE WORLD OF BEES TODAY\n27
138	A PLACE  /  A PROJECT
139	From the hive to people
140	GALENA DELLE API  ·  CASTEL D’ARIO
141	After seeing how bees collect, build and protect the colony, hive products take on a different meaning. Honey, pollen, propolis and wax tell different stories. At Galena you can also discover preparations and dedicated product lines, including the Bee Venom Line. The story always begins with the bee: an object on a shelf becomes interesting when we know which action of the bee it comes from.
142	Every product points back to a function in the hive: food store, nourishment, structure or defence.
143	THE WORLD OF BEES TODAY\n28
144	TWO SEASONS  /  ONE STORY
145	The hive all year round
146	SPRING / SUMMER\nAUTUMN / WINTER
147	BUSATELLO OASIS\nGALENA DELLE API
148	In spring and summer, the experience can move closer to real hives in the natural environment. In autumn and winter, it continues inside Galena delle Api through dedicated systems. These are two ways of meeting the same story, under different conditions and in different ways. The hive experience throughout the year is an invitation to knowledge, observation and respect for bees.
149	REAL HIVES AT THE BUSATELLO OASIS
150	The two experiences belong to the same project and follow the rhythm of the seasons.
151	TWO SEASONS
152	Outside, the environment and the hives. Inside, a space to keep discovering.
153	OASIS  ·  LA FABBRICA DELLE API ARCHIVE
154	THE WORLD OF BEES TODAY\n29
155	LA FABBRICA DELLE API  ·  CASTEL D’ARIO
156	Something bigger
157	A bee on a flower seems like a tiny scene. But around it there is a territory, the work of a beekeeper, plants that provide food for other animals and people capable of making thoughtful choices. We cannot solve everything with a single gesture. But we can learn to look, recognise real problems and nurture what works. The story of bees also concerns the landscape we share.
158	PHOTO  LA FABBRICA DELLE API ARCHIVE
159	THE WORLD OF BEES TODAY\n30
160	ISSUE 01  ·  SEPTEMBER 2026\nGOODBYE
161	LET'S KEEP GOING TOGETHER
162	See you soon, and goodbye until\nthe next edition!
163	This issue ends, but the journey continues. There are still stories to tell, photographs to observe and questions to ask. You may even find one of your own images or testimonies in the next issue. Write to us: photos, reports, ideas and suggestions are welcome.
164	LA FABBRICA DELLE API
165	Integrated Alveotherapy by ALTHEA 12830
166	GALENA DELLE API
167	Via XX Settembre 20/A · Castel d’Ario (MN)
168	DISCOVER THE NEW
169	EDITIONS
