22	Une ruche est une colonie, c’est-à-dire une grande famille qui vit ensemble. Il y a une reine qui pond les œufs. Des milliers d’ouvrières nourrissent les jeunes abeilles, construisent les rayons, nettoient, défendent et récoltent. Les faux-bourdons sont les mâles et jouent un rôle dans la reproduction. Les cellules du rayon abritent de nouvelles abeilles et des réserves. En regardant de près, le désordre apparent devient un travail collectif.
23	Couvain : nom donné aux œufs, aux larves et aux abeilles en cours de développement.
24	LE MONDE DES ABEILLES AUJOURD’HUI\n05
25	LE SAVAIS-TU ?
26	Une journée dehors
27	L’abeille sort de la ruche lorsque les conditions le permettent. Elle cherche des fleurs, récolte nectar et pollen, puis revient. Si elle trouve une bonne source de nourriture, elle peut indiquer à ses compagnes où la chercher grâce à des mouvements sur le rayon. Le voyage ne suit pas une horloge : il dépend de la lumière, du temps et des floraisons. Et, parmi de nombreuses entrées semblables, l’abeille parvient à retrouver sa propre ruche.
28	L’abeille utilise aussi la position du soleil et les repères du paysage pour s’orienter.
29	IMAGE ÉDITORIALE
30	LE MONDE DES ABEILLES AUJOURD’HUI\n06
31	CHAPITRE  04
32	Bien plus que du miel
33	Sur une fleur, l’abeille cherche de la nourriture. En même temps, elle transporte du pollen vers d’autres fleurs de la même espèce : c’est la pollinisation. Ainsi, de nombreuses plantes peuvent former des graines et des fruits. Toutes ne dépendent pas des abeilles, et les abeilles ne sont pas les seules pollinisatrices : bourdons, papillons, mouches et autres animaux participent eux aussi à ce travail. Protéger les pollinisateurs, c’est laisser de la place à un réseau de vie bien plus vaste que notre pot de miel.
34	LE MONDE DES ABEILLES AUJOURD’HUI\n07
35	LA DONNÉE, AVEC L’ANNÉE
36	Comment vont-elles aujourd’hui ?
37	OBSERVER LE TERRITOIRE
38	Une saison ne raconte pas l’histoire de chaque\nruche.
39	Toutes les abeilles ne vivent pas la même situation. Une colonie peut prospérer dans un lieu riche en fleurs et rencontrer des difficultés ailleurs. Le miel, lui aussi, ne raconte qu’une partie de l’histoire. Le rapport de l’Observatoire National du Miel sur la saison 2025 décrit une production italienne en reprise, mais très différente d’une région à l’autre, avec des difficultés de marché toujours présentes. Derrière la moyenne nationale se cachent des territoires, des saisons et des réalités de travail très différents.
40	Saison 2025 : production en reprise, avec une forte variabilité territoriale. Source : Observatoire National du Miel, rapport publié en 2026.
41	LE MONDE DES ABEILLES AUJOURD’HUI\n08
42	CHAPITRE  06
43	Quand elles vont bien
44	Une prairie qui fleurit longtemps offre de la nourriture à différents moments. Une source d’eau, un environnement varié et une ruche suivie avec attention aident la colonie à traverser la saison. « Aller bien » ne signifie pas ne jamais avoir de problèmes. Cela signifie pouvoir compter sur des ressources et sur un apiculteur capable d’observer les signes et d’intervenir lorsque c’est nécessaire. Les bonnes nouvelles sont souvent faites de gestes réguliers et patients.
45	LE MONDE DES ABEILLES AUJOURD’HUI\n09
46	SIGNAL D’ALARME
47	Quand les fleurs manquent
48	Imagine arriver au marché et trouver les rayons vides. Pour une abeille, cela peut arriver lorsqu’une floraison se termine trop tôt ou qu’un environnement offre peu de fleurs. Des pluies persistantes peuvent aussi l’empêcher de voler les bons jours. Une colonie possède des réserves, mais elles ne sont pas infinies. Le problème n’a pas une cause unique : les conditions locales, la santé des abeilles et le déroulement de la saison s’entremêlent.
49	Cette scène représente une situation locale ; à elle seule, elle ne prouve pas une perte de ruches.
50	LE MONDE DES ABEILLES AUJOURD’HUI\n10
51	À OBSERVER
52	Les saisons changent\nde rythme
53	SUR NOTRE TERRITOIRE
54	Chaque floraison a\nson moment.
55	Si une plante fleurit plus tôt que d’habitude, les abeilles peuvent la trouver à un moment différent de celui attendu. S’il pleut pendant plusieurs jours au cours de la floraison, le nectar peut rester inaccessible. La chaleur et la sécheresse peuvent réduire les ressources disponibles. Le changement climatique augmente la pression sur les plantes, les abeilles et les apiculteurs, mais chaque territoire a sa propre histoire. Pour la comprendre, il faut des observations répétées, pas une seule photographie.
56	PHOTO  ARCHIVES LA FABBRICA DELLE API  ·  CASTEL D’ARIO
57	LE MONDE DES ABEILLES AUJOURD’HUI\n11
58	SOURCE
59	Un hôte difficile
60	Varroa est un petit acarien qui vit aux dépens des abeilles et se reproduit dans les cellules où grandissent les jeunes abeilles. Il peut affaiblir la colonie et favoriser la diffusion de virus. C’est pourquoi l’apiculteur surveille la présence du parasite et applique les mesures prévues pour le limiter. Sur une photographie en gros plan, Varroa paraît énorme ; en réalité, il ne mesure que quelques millimètres.
61	Ministère de la Santé, fiche « Varroose ». Le contrôle demande compétence et continuité.
62	LE MONDE DES ABEILLES AUJOURD’HUI\n12
63	REGARDE BIEN
64	Celui qui ouvre la ruche
65	Avant de soulever un rayon, l’apiculteur observe. Quelle est l’activité à l’entrée ? Y a-t-il des réserves ? La reine pond-elle ? Les jeunes abeilles grandissent-elles ? Chaque visite devrait avoir une raison. Ouvrir la ruche trop souvent perturbe la colonie ; ne jamais regarder peut faire manquer un signal important. L’expérience consiste aussi à savoir quand refermer et laisser les abeilles travailler.
66	Le rayon dans la main de l’apiculteur est une page à lire, pas seulement du miel à récolter.
67	LE MONDE DES ABEILLES AUJOURD’HUI\n13
68	DANS LE RAPPORT
69	Un métier au rythme des saisons
70	AU FIL DE L’ANNÉE
71	Observer, préparer, attendre.
72	L’apiculteur se prépare à l’avance, mais il ne peut ni commander le soleil ni arrêter la pluie. Il déplace du matériel, contrôle la santé des ruches, paie les matériaux et le travail même lorsque la récolte est faible. Le rapport Honey Cost du CREA, portant sur 2023-2024 et publié en 2026, étudie précisément les coûts et la durabilité des exploitations apicoles. Derrière chaque pot, il y a des choix, des compétences et des risques.
73	Les résultats de Honey Cost concernent les exploitations étudiées en 2023-2024 ; ils ne décrivent pas à eux seuls chaque apiculteur italien.
74	LE MONDE DES ABEILLES AUJOURD’HUI\n14
75	De nombreuses terres, de nombreux miels
76	L’apiculture italienne traverse plaines, collines, bois et montagnes. Les plantes changent, les périodes de floraison changent et les miels changent. Certains apiculteurs gardent leurs ruches au même endroit ; d’autres les déplacent en suivant les floraisons : cette pratique s’appelle la transhumance apicole. C’est aussi pour cela que deux récoltes d’un même miel peuvent avoir des nuances différentes. Le territoire entre dans le pot, mais auparavant il est entré dans le vol des abeilles.
77	Transhumance apicole : déplacer les ruches pour suivre les floraisons dans différents lieux.
78	LE MONDE DES ABEILLES AUJOURD’HUI\n15
79	NUMÉRO 01  ·  SEPTEMBRE 2026\nRUCHE / PERSONNES
80	DE NOTRE PROJET
81	CHAPITRE  13
82	Le miel commence par les fleurs
83	Les abeilles récoltent le nectar et l’apportent à la ruche. Elles le transforment ensuite et le conservent dans les cellules comme réserve de nourriture. Seul le miel qui peut être prélevé en respectant les besoins de la colonie arrive jusqu’à nous. Couleur, parfum et consistance varient selon l’origine botanique et avec le temps. Un miel cristallisé n’est pas abîmé : la cristallisation est un processus naturel.
84	LE MONDE DES ABEILLES AUJOURD’HUI\n16
85	Les corbeilles de pollen
86	Observe une abeille qui quitte une fleur : sur ses pattes arrière, elle peut porter deux petites boules colorées. Ce sont des charges de pollen récoltées et compactées pendant le vol. Les couleurs changent selon les fleurs visitées. Dans la ruche, le pollen est une ressource importante pour nourrir la colonie, surtout lorsque de nouvelles abeilles grandissent. Notre intérêt pour ce produit vient après son rôle dans la vie de la ruche.
87	Les deux petites boules sur les pattes peuvent avoir des teintes différentes si l’abeille a visité des fleurs différentes.
88	LE MONDE DES ABEILLES AUJOURD’HUI\n17
89	CHAPITRE  15
90	Le pollen entre dans le rayon
91	Une partie du pollen récolté est déposée dans les cellules. Les abeilles le travaillent avec d’autres substances de la ruche : c’est ce que nous appelons le pain d’abeilles. Dans le rayon, ce n’est pas un produit « d’exposition », mais une réserve pour la famille. Les cellules de couleurs différentes racontent aussi la variété des fleurs visitées. Une photographie authentique de ce détail vaut mieux que de nombreuses définitions.
92	LE MONDE DES ABEILLES AUJOURD’HUI\n18
93	D’ABORD L’ABEILLE
94	La propolis dans la ruche
95	Les abeilles récoltent des substances résineuses sur les plantes et les travaillent jusqu’à obtenir la propolis. Elles l’utilisent notamment pour colmater de petits espaces et protéger l’environnement intérieur de la ruche. Elle est collante, parfumée et change d’aspect selon les plantes d’origine. Ce n’est qu’après avoir compris ce qu’elle représente pour les abeilles que nous pouvons observer les préparations que l’homme en tire, sans leur attribuer de pouvoirs miraculeux.
96	Dans le rayon, une fissure fermée avec de la propolis est un petit geste d’entretien de la maison.
97	LE MONDE DES ABEILLES AUJOURD’HUI\n19
98	La nourriture des reines
99	La gelée royale est produite par de jeunes abeilles ouvrières. Elle nourrit les larves pendant leurs premières phases et la reine tout au long de sa vie. Son histoire nous ramène au cœur de la colonie : le soin porté aux nouvelles générations. Lorsqu’on parle du produit destiné à l’homme, il convient de séparer cette fonction naturelle des affirmations concernant la santé, qui exigent des preuves spécifiques.
100	Une cellule royale a une forme différente des cellules ordinaires du rayon.
101	LE MONDE DES ABEILLES AUJOURD’HUI\n20
102	CHAPITRE  18
103	La maison de cire
104	Les abeilles ouvrières produisent de la cire et construisent les cellules avec celle-ci. Le rayon est léger, mais offre de l’espace pour grandir, conserver le pollen et garder le miel. De près, les hexagones semblent former un dessin précis. Pourtant, ils sont le résultat du travail de nombreuses abeilles côte à côte. Avant de devenir une bougie ou un autre objet, la cire a été la structure de leur maison.
105	LE MONDE DES ABEILLES AUJOURD’HUI\n21
106	À RETENIR
107	Pourquoi une abeille pique-t-elle ?
108	Le dard sert avant tout à la défense. Les ouvrières peuvent l’utiliser lorsqu’elles perçoivent une menace pour elles-mêmes ou pour la colonie. Une piqûre peut provoquer des réactions graves chez les personnes sensibles : il est préférable de garder ses distances et son calme près des ruches. Le venin d’abeille est étudié et entre dans certaines formulations dédiées, mais cela n’autorise pas les promesses de guérison. Ici, nous partons de son rôle pour l’abeille.
109	Si une personne présente des symptômes importants après une piqûre, il faut demander immédiatement une assistance médicale.
110	LE MONDE DES ABEILLES AUJOURD’HUI\n22
111	CHAPITRE  20
112	Les abeilles près de nous
113	Il n’est pas nécessaire de faire un grand voyage pour rencontrer une abeille. Elle peut être dans un potager, dans un parc ou sur un balcon fleuri. L’observer de près sans la toucher est déjà une manière de la connaître. Tous les insectes jaunes et noirs ne sont pas des abeilles ; et toutes les abeilles ne vivent pas dans des ruches gérées par l’homme. Le monde des pollinisateurs est plus varié qu’il n’y paraît.
114	LE MONDE DES ABEILLES AUJOURD’HUI\n23
115	ESSAIE D’OBSERVER
116	Un geste utile
117	Choisis des plantes qui fleurissent à des périodes différentes. Laisse, lorsque c’est possible, quelques coins un peu moins ordonnés. Si tu mets de l’eau, utilise un récipient peu profond avec des pierres sur lesquelles les insectes peuvent se poser. Respecte toujours les indications concernant les traitements des plantes. Face à un essaim, évite les initiatives improvisées et contacte un apiculteur ou le service compétent du territoire. De petits choix répétés peuvent changer un lieu.
118	Quelles fleurs sont visitées dans ton quartier ? Note le mois et photographie sans déranger.
119	LE MONDE DES ABEILLES AUJOURD’HUI\n24
120	ENVOIE-NOUS TON HISTOIRE
121	Le territoire raconte
122	Une floraison retrouvée, une prairie coupée au mauvais moment, un apiculteur au travail : ce sont des histoires qui méritent de l’attention. Cette page inaugure un espace pour les lecteurs. Un signalement utile indique le lieu, la date et ce qui a été observé. Une photographie aide, mais ne suffit pas à établir la cause d’une mortalité ou à diagnostiquer un problème de ruche. Les témoignages seront vérifiés avant publication.
123	Photos, questions et observations peuvent être envoyées aux contacts indiqués sur la dernière page.
124	LE MONDE DES ABEILLES AUJOURD’HUI\n25
125	DANS LE PROCHAIN NUMÉRO
126	Vos questions
127	Chaque question est une invitation à\nmieux observer.
128	Les abeilles dorment-elles ? Elles ont des périodes de repos. Pourquoi reviennent-elles exactement chez elles ? Elles utilisent le soleil, les odeurs et les repères. Piquent-elles toutes ? Non : les faux-bourdons n’ont pas de dard, et beaucoup d’abeilles ne piquent pas si elles ne sont pas dérangées. Combien de temps vit une ouvrière ? Cela dépend de la période de l’année et du travail qu’elle accomplit. Les questions les plus simples sont souvent celles qui ouvrent les meilleures histoires.
129	Envoie-nous une question : elle pourrait devenir le point de départ d’une nouvelle page.
130	LE MONDE DES ABEILLES AUJOURD’HUI\n26
131	LIEUX  /  EXPÉRIENCES
132	Galena delle Api
133	ALVÉOTHÉRAPIE INTÉGRÉE  ·  GALENA DELLE API
134	À Castel d’Ario, Galena delle Api est un lieu pour se rapprocher du monde de la ruche. Le fil conducteur est l’Alvéothérapie Intégrée : connaître les abeilles, observer ce qu’elles produisent et vivre une expérience grâce à des systèmes dédiés. On y trouve également des systèmes conçus pour accompagner la découverte des parfums liés à la ruche. Le parcours invite à s’arrêter, observer et écouter : chaque produit et chaque objet devient une occasion de revenir à l’histoire des abeilles.
135	UN LIEU RÉEL
136	Galena delle Api · Via XX Settembre 20/A · Castel d’Ario (MN).
137	LE MONDE DES ABEILLES AUJOURD’HUI\n27
138	UN LIEU  /  UN PROJET
139	De la ruche aux personnes
140	GALENA DELLE API  ·  CASTEL D’ARIO
141	Après avoir vu comment les abeilles récoltent, construisent et protègent la colonie, les produits de la ruche prennent un autre sens. Miel, pollen, propolis et cire racontent des gestes différents. À la Galena, on peut également découvrir des préparations et des gammes dédiées, dont la Ligne Venin. Le récit part toujours de l’abeille : un objet sur une étagère devient intéressant lorsque nous savons de quel geste de l’abeille il est issu.
142	Chaque produit renvoie à une fonction dans la ruche : réserve, alimentation, structure ou défense.
143	LE MONDE DES ABEILLES AUJOURD’HUI\n28
144	DEUX SAISONS  /  UNE HISTOIRE
145	La ruche toute l’année
146	PRINTEMPS / ÉTÉ\nAUTOMNE / HIVER
147	OASIS DU BUSATELLO\nGALENA DELLE API
148	Au printemps et en été, l’expérience peut se rapprocher des vraies ruches dans l’environnement naturel. En automne et en hiver, elle se poursuit dans les espaces de Galena delle Api grâce à des systèmes dédiés. Ce sont deux manières de rencontrer la même histoire, avec des conditions et des modalités différentes. L’expérience de la ruche tout au long de l’année est une invitation à la connaissance, à l’observation et au respect des abeilles.
149	VRAIES RUCHES À L’OASIS DU BUSATELLO
150	Les deux expériences appartiennent au même projet et suivent le rythme des saisons.
151	DEUX SAISONS
152	Dehors, l’environnement et les ruches. Dedans, un espace pour continuer à découvrir.
153	OASIS  ·  ARCHIVES LA FABBRICA DELLE API
154	LE MONDE DES ABEILLES AUJOURD’HUI\n29
155	LA FABBRICA DELLE API  ·  CASTEL D’ARIO
156	Quelque chose de plus grand
157	Une abeille sur une fleur semble être une scène minuscule. Mais autour d’elle, il y a un territoire, le travail d’un apiculteur, des plantes qui nourrissent d’autres animaux et des personnes capables de faire des choix attentifs. Nous ne pouvons pas tout résoudre par un seul geste. Nous pouvons toutefois apprendre à regarder, reconnaître les vrais problèmes et cultiver ce qui fonctionne. L’histoire des abeilles concerne aussi le paysage que nous partageons.
158	PHOTO  ARCHIVES LA FABBRICA DELLE API
159	LE MONDE DES ABEILLES AUJOURD’HUI\n30
160	NUMÉRO 01  ·  SEPTEMBRE 2026\nAU REVOIR
161	CONTINUONS ENSEMBLE
162	À bientôt, et au revoir jusqu’à\nla prochaine édition !
163	Ce numéro se termine, mais le voyage continue. Il reste encore des histoires à raconter, des photographies à observer et des questions à poser. Tu pourrais même retrouver l’une de tes images ou l’un de tes témoignages dans la prochaine édition. Écris-nous : photos, signalements, idées et suggestions sont les bienvenus.
164	LA FABBRICA DELLE API
165	Alvéothérapie Intégrée by ALTHEA 12830
166	GALENA DELLE API
167	Via XX Settembre 20/A · Castel d’Ario (MN)
168	DÉCOUVREZ LES NOUVELLES
169	ÉDITIONS
